num,word
219,מדי
220,בסוף
221,המפלגה
222,במיוחד
223,שונות
224,המים
225,וגם
226,ככל
227,שהיו
228,בתקופה
229,אצל
230,עדיין
231,השנים
232,לכך
233,יהודי
234,ערך
235,עכשיו
236,החלו
237,בזמן
238,הכוחות
239,עץ
240,חיל
241,אפשר
242,בעוד
243,בתי
244,שלה
245,האי
246,באותה
247,גדולה
248,הגיע
249,יחד
250,למעשה
251,צבא
252,מעט
253,ועוד
254,שלהם
255,עלי
256,ביניהם
257,והן
258,ים
259,ובין
260,הכל
261,הרי
262,אינם
263,בתחילת
264,האדמה
265,המשפט
266,בצורה
267,סוף
268,זכה
269,מחוץ
270,בתקופת
271,פה
272,דומה
273,במסגרת
274,האימפריה
275,אנשים
276,מערכת
277,אולי
278,השמש
279,ספר
280,עניינים
281,שהיא
282,אינה
283,שנת
284,שלי
285,לראות
286,ולכן
287,בשנים
288,כתב
289,הקרב
290,קטן
291,ביום
292,מפני
293,לשם
294,תוכן
295,הכוח
296,הגיעו
297,בשנות
298,בארצות
299,הדרך
300,חיילים
301,תוכנית
302,הסרט
303,שוב
304,עקב
305,שהם
306,נעשה
307,לקראת
308,בהן
309,הזמן
310,מיליון
311,המלך
312,שכן
313,יהיה
314,המועצות
315,ממנו
316,קשה
317,עבר
318,אחרות
319,השלטון
320,צריך
321,חידק
322,היהודית
323,נמצא
324,הר
325,מבנה
326,החדשה
327,מכל
328,בפני
329,הקמת
330,אנחנו
331,קבוצת
332,שבהם
333,כולל
334,חיצוניים
335,ימי
336,הביניים
337,ברחבי
338,למעלה
339,מדינות
340,היהודי
341,יחסית
342,התנועה
343,האלים
344,מינים
345,אליו
346,החברה
347,ארץ
348,המבנה
349,הבית
350,המכונה
351,העם
352,משום
353,הצליחו
354,המרד
355,לתוך
356,יכולים
357,סביב
358,מותו
359,לב
360,עתה
361,מעבר
362,לדוגמה
363,האם
364,הצליח
365,מחדש
366,לארץ
367,העונה
368,ברית
369,לנו
370,קישורים
371,האלה
372,מזה
373,ראשי
374,עמד
375,תל
376,בצפון
377,לכן
378,ההנדסה
379,מבלי
380,לרוב
381,שבין
382,יד
383,פעולה
384,גוף
385,יחידות
386,שאני
387,בא
388,ידוע
389,ולאחר
390,תקופה
391,תקופת
392,אפילו
393,למצוא
394,קודם
395,לצד
396,הקהילה
397,הייתי
398,במאה
399,הגוף
400,מבחינה
401,יצא
402,שונה
403,שהייתה
404,אבן
405,לראשונה
406,למען
407,מזון
408,הפך
409,קו
410,הבחירות
411,בניין
412,שושלת
413,רקע
414,כזה
415,גדולים
416,קיבל
417,הספינה
418,עלה
419,יכולה
420,לבסוף
421,אזור
422,משנת
423,השימוש
424,הפעם
425,מיד
426,מין
427,וכי
428,אחרת
429,השנה
430,אותי
431,איך
432,המשיך
433,בעזרת
434,כתוצאה
435,נשק
436,איזה
437,האחרון
438,הגדולה
439,ליד
440,כלומר
441,שום
442,פחות
443,בראש
444,דם
445,חברת
446,פעמים
447,השם
448,להגיע
449,החלה
450,חומרים
451,היטב
452,העליון
453,קרב
454,נוספות
455,הקיסר
456,האוויר
457,מרכז
458,רוצה
459,מלחמה
460,מכיוון
461,שיש
462,כה
463,מאת
464,מטרים
465,היער
466,הלא
467,עליה
468,מצב
469,הכנסת
470,לעומת
471,תנועת
472,פעולות
473,מעולם
474,תמיד
475,מאות
476,שמו
477,מצד
478,בשלב
479,בלי
480,רוח
481,חדש
482,היחיד
483,בהמשך
484,ארגון
485,לעשות
486,חדשים
487,קצר
488,בעלות
489,בניגוד
490,פעילות
491,דגל
492,מסוימים
493,במשחק
494,במקביל
495,בעבר
496,בסיס
497,לבית
498,החדש
499,להשתמש
500,במספר
501,הקבוצה
502,קיים
503,המקום
504,וכך
505,ואילו
506,הנה
507,מאנית
508,היישוב
509,הזקנה
510,הנמלה
511,ואני
512,נכון
513,העץ
514,סמים
515,מאוחר
516,הבנק
517,באותו
518,לגבי
519,כלפי
520,בימי
521,הסדרה
522,חשוב
523,ובו
524,מטר
525,ואז
526,האחרים
527,אור
528,לידי
529,ישנם
530,מילים
531,ליצור
532,שטח
533,מורחב
534,אשכול
535,שאין
536,בגלל
537,ברור
538,גבוה
539,הדין
540,הכפר
541,העצים
542,הביא
543,השונים
544,העברית
545,המתמטיקה
546,ממש
547,עת
548,חדשה
549,הרימון
550,מת
551,והיא
552,בת
553,קשר
554,מדינת
555,אותן
556,עצמם
557,נחשב
558,התקופה
559,לעולם
560,העבודה
561,במידה
562,שוליים
563,זכויות
564,קרא
565,הגדולים
566,הלחימה
567,שאל
568,הזאת
569,מקור
570,חברי
571,דיוויזיות
572,מיני
573,בתל
574,שימש
575,ויותר
576,הביאו
577,במקומות
578,הנני
579,מפקד
580,שלאחר
581,מבין
582,ממנה
583,עצים
584,שינוי
585,הדגל
586,הדמוקרטיה
587,בכלל
588,עליהם
589,מכך
590,כמות
591,היסטוריה
592,אלי
593,קיימים
594,המדינות
595,מרכזי
596,ברחוב
597,האחרונות
598,ובכך
599,אומנם
600,כולם
601,להורג
602,קבוצות
603,להביא
604,השחקן
605,חייו
606,היתר
607,אנרגיה
608,העלייה
609,הבורים
610,תחילת
611,והם
612,האוכלוסייה
613,ביער
614,כולו
615,ידע
616,יצאו
617,כיוון
618,הערות
619,למנוע
620,מס
621,לקריאה
622,טען
623,חודשים
624,בזה
625,זהו
626,השאר
627,גבוהה
628,בתחום
629,מסוים
630,המין
631,יודע
632,הקרקע
633,העירייה
634,טיפול
635,נחל
636,אתם
637,שלום
638,גורמים
639,היחידה
640,מופיע
641,השטח
642,חוקי
643,הגדוד
644,וכל
645,לקבל
646,בשר
647,קיימת
648,פרסם
649,העכברה
650,אינני
651,בדיוק
652,שר
653,שאר
654,ילדים
655,יצאה
656,יתר
657,האל
658,בספורט
659,עבודה
660,לחלוטין
661,הפרוש
662,קטנים
663,נקודות
664,עצמה
665,חוסר
666,בהתאם
667,תהליך
668,עצמי
669,במצב
670,לבנות
671,כנראה
672,הטבע
673,העולמית
674,אכן
675,בזכות
676,קבוצה
677,דין
678,מוסדות
679,המדבר
680,השדרה
681,בנק
682,לזה
683,בפעם
684,לצאת
685,סמוך
686,חי
687,בנו
688,המצב
689,דולר
690,ממשלת
691,עולם
692,ספורט
693,הליברלית
694,החלבון
695,שעות
696,מתחת
697,בעלת
698,חזרה
699,לאור
700,עברה
701,הביאה
702,הגנרל
703,הגיעה
704,בחודש
705,צורך
706,משחק
707,תפקיד
708,אלוף
709,בדומה
710,תאי
711,די
712,בעיני
713,קטנה
714,במרכז
715,מהווה
716,יחסי
717,הפועל
718,אחדים
719,מיוחד
720,ראה
721,הנראה
722,לבן
723,תנועה
724,לאחד
725,העובדה
726,דרכים
727,לעיר
728,הפעולה
729,הפכה
730,במלחמה
731,העתיקה
732,דו
733,גדוד
734,חמצן
735,נא
736,פנים
737,מלא
738,לדעת
739,עמדו
740,אדום
741,בסופו
742,החוק
743,הראשי
744,השפעה
745,הקולנוע
746,גבי
747,לפחות
748,מדבר
749,מדינה
750,כיצד
751,מות
752,הבינלאומי
753,הנשק
754,בעברית
755,הוד
756,כעת
757,כמובן
758,משהו
759,נהרגו
760,הצדדים
761,דרום
762,בדרום
763,שמות
764,אוכל
765,בשביל
766,משם
767,מדובר
768,חזר
769,מקורות
770,מהן
771,מלבד
772,נתן
773,עניין
774,חשיבות
775,צורת
776,הצפון
777,האזור
778,העיקריים
779,העצמאות
780,נבחר
781,ברוב
782,והיה
783,הללו
784,החליט
785,מבנים
786,עמו
787,לשמור
788,מאשר
789,נשים
790,בטיפול
791,סנט
792,הממשל
793,המסע
794,ביקורת
795,הנדסה
796,הלאה
797,למדי
798,הגשם
799,במקרה
800,החוף
801,בנושא
802,האמנות
803,העכבישה
804,שבועות
805,לבצע
806,למקום
807,במטרה
808,מערב
809,הדרום
810,התיכון
811,מסע
812,כאן
813,חצי
814,באי
815,קבע
816,חוק
817,הגנה
818,הדם
819,ובהם
820,הנושא
821,שיטות
822,סוגי
823,תהילים
824,שעל
825,התהילה
826,המשיכו
827,גורם
828,תושבי
829,הנוצרים
830,הזהב
831,באזורים
832,דווקא
833,הפיסול
834,הנמלים
835,עושה
836,כסף
837,באמצע
838,שמה
839,יורק
840,רחוב
841,יצר
842,האזרחים
843,מגדל
844,שאינם
845,הצבאי
846,מרבית
847,השיר
848,הלילה
849,קול
850,ורק
851,מעין
852,במלחמת
853,במערב
854,מערבה
855,התוכנית
856,תה
857,הזקן
858,ערב
859,עין
860,משרד
861,מאחר
862,בתחילה
863,תנאי
864,החיילים
865,אביו
866,הקשר
867,למלחמה
868,תדיר
869,ענה
870,קל
871,טובה
872,הימים
873,לפעול
874,בניית
875,לשון
876,עשרות
877,המערבי
878,נבנה
879,המתקפה
880,המרכזי
881,תגיות
882,באמת
883,למה
884,התובע
885,הבא
886,יכלו
887,מסוג
888,נמצאים
889,כדור
890,הורה
891,ניסה
892,הדת
893,כיבוש
894,לשלטון
895,גילה
896,ציון
897,היצורים
898,שלנו
899,ושם
900,הסיפור
901,במהירות
902,בר
903,צעירים
904,לצורך
905,לטיפול
906,צוות
907,משמעות
908,מקומות
909,העבדות
910,חושי
911,שער
912,החולים
913,הטוב
914,לכיוון
915,מאחורי
916,תרופות
917,מסוימת
918,מעמד
919,בשטח
920,זכתה
921,המחקר
922,ולעתים
923,הרכבת
924,הרוח
925,לחיות
926,סיפור
927,אליה
928,בשנה
929,הינו
930,תוצאות
931,כולה
932,אורך
933,תבלינים
934,שלך
935,השעה
936,שעה
937,לעמוד
938,הצעיר
939,וזאת
940,מידע
941,הציבור
942,המצור
943,הפיקוד
944,צפון
945,מגוון
946,המקדש
947,ביחס
948,משמש
949,צורות
950,עמדה
951,נושא
952,חלקים
953,התבלינים
954,המוות
955,ייתכן
956,פרט
957,הקים
958,הפועלים
959,הצפוני
960,הדרומי
961,יכולת
962,השד
963,בטרם
964,הרגל
965,אינן
966,חד
967,פועל
968,רמת
969,נהר
970,מזרח
971,העולמי
972,העברי
973,תבוסת
974,בשעה
975,התבונה
976,יער
977,שמן
978,פרטים
979,שאינו
980,העיקרי
981,במדינות
982,פתאום
983,שיטת
984,זכו
985,הפוליטית
986,דוגמה
987,פרק
988,המילים
989,אוויר
990,לגמרי
991,התאריך
992,הצורך
993,יצורים
994,נמוך
995,כיכר
996,קרובות
997,ושל
998,ועדת
999,שניתן
1000,השונות
1001,לוחמים
1002,בצורת
1003,דמוקרטיה
1004,נהגה
1005,לתת
1006,מראה
1007,ההיסטוריה
1008,נמצאת
1009,פוליטית
1010,צבאי
1011,ניכר
1012,משתמשים
1013,השפה
1014,במדבר
1015,תיאר
1016,כלום
1017,שאלה
1018,בצד
1019,שכל
1020,חדשות
1021,לאומי
1022,מסוגלים
1023,ניסיון
1024,משני
1025,שלטון
1026,כדוגמת
1027,ניסו
1028,אזרחים
1029,קיבלו
1030,החומה
1031,הקומוניסטית
1032,תיאורים
1033,הסוכנות
1034,התל
1035,שנית
1036,הקטן
1037,כאלה
1038,נפש
1039,עומד
1040,חיי
1041,פתח
1042,האחרונה
1043,פרי
1044,הבניין
1045,מבחינת
1046,לגרום
1047,יצרו
1048,אנו
1049,האלבום
1050,המחלה
1051,תיאור
1052,הקיבה
1053,המערכת
1054,גדולות
1055,הביטחון
1056,להקים
1057,ספרו
1058,סוג
1059,לוחמי
1060,אמצעי
1061,פיתוח
1062,אמרתי
1063,מלכותך
1064,הנער
1065,אותך
1066,העלים
1067,הלך
1068,עולה
1069,האנשים
1070,מסוגל
1071,זכות
1072,בניו
1073,נמצאו
1074,למספר
1075,שהגיעו
1076,אתר
1077,למשחק
1078,שבהן
1079,פסק
1080,עיקר
1081,סגנון
1082,נולד
1083,הלוחמים
1084,פעיל
1085,בספרו
1086,השלטונות
1087,הציונית
1088,מתוארת
1089,ככה
1090,יפה
1091,תהיה
1092,הציע
1093,בנוגע
1094,לסייע
1095,עברו
1096,נותרו
1097,עצם
1098,המרכז
1099,התחנה
1100,בבחירות
1101,כללה
1102,הפכו
1103,לשימוש
1104,כללי
1105,הגטו
1106,דיין
1107,החולירע
1108,קצת
1109,לדבר
1110,בעצם
1111,רואה
1112,קרוב
1113,מתואר
1114,מזג
1115,גדל
1116,אדמה
1117,ועם
1118,מלך
1119,הצוות
1120,מבני
1121,יהדות
1122,בחלק
1123,ברמת
1124,בסמוך
1125,הצי
1126,הנשיא
1127,העיקרית
1128,במזרח
1129,מערכות
1130,המודרנית
1131,כוללת
1132,לגילוי
1133,הגדודים
1134,לבי
1135,היותר
1136,ואחר
1137,הצעירים
1138,האחים
1139,אליהם
1140,לארצות
1141,זאב
1142,לשמש
1143,חודש
1144,המזון
1145,המרכזית
1146,בגיל
1147,נוצר
1148,ההר
1149,ובמיוחד
1150,המזרחי
1151,בספר
1152,בשפה
1153,במצעד
1154,מתארת
1155,תחרויות
1156,עיני
1157,חושב
1158,ברגע
1159,באה
1160,לאכול
1161,החורף
1162,מתאר
1163,מספיק
1164,סיום
1165,אבא
1166,מצפון
1167,שינויים
1168,זרים
1169,הלבנה
1170,הלאומי
1171,דמויות
1172,ביטוי
1173,סדרת
1174,וו
1175,טנקים
1176,הבירה
1177,מועצת
1178,שערים
1179,העליונה
1180,הפעילות
1181,אילו
1182,האיש
1183,אשתו
1184,דברים
1185,במרחק
1186,גרם
1187,הפנים
1188,הבאים
1189,לתיאור
1190,לשנות
1191,אב
1192,כלשהו
1193,כבד
1194,המורדים
1195,התנגדות
1196,בשימוש
1197,החזה
1198,תאים
1199,אמרו
1200,קטנות
1201,תת
1202,לתאר
1203,מראש
1204,לאי
1205,שיר
1206,המינים
1207,בראשית
1208,נפילת
1209,כהגיית
1210,כאילו
1211,כמתואר
1212,לבוא
1213,להילחם
1214,פשוט
1215,מוצא
1216,אמת
1217,לחם
1218,שירה
1219,קווי
1220,בחזית
1221,נבנו
1222,לאזור
1223,עובדה
1224,מחקר
1225,אמנות
1226,אלים
1227,הוקם
1228,אפוא
1229,לאט
1230,רגע
1231,שיח
1232,מהר
1233,לעבור
1234,עולים
1235,הניצחון
1236,חומר
1237,המאבק
1238,משפחת
1239,גורן
1240,התיאור
1241,הביצים
1242,אופן
1243,עשה
1244,עלו
1245,התואר
1246,המשטרה
1247,הכחול
1248,רגל
1249,מעלה
1250,מגיע
1251,מצוי
1252,הבלתי
1253,טבעי
1254,רשת
1255,לגלות
1256,אופי
1257,להתמודד
1258,חלקי
1259,היסטורי
1260,נהגו
1261,גילוי
1262,הכנסייה
1263,סרטים
1264,שירים
1265,היצירה
1266,מוזיאון
1267,חמצני
1268,ממני
1269,תפוח
1270,שאת
1271,בתור
1272,חזק
1273,יחיד
1274,במקרים
1275,לאפשר
1276,מגן
1277,יצירתו
1278,עיר
1279,סימן
1280,מדיניות
1281,תואר
1282,רימון
1283,פיסול
1284,המתארת
1285,בי
1286,רע
1287,הודיע
1288,העת
1289,הלכה
1290,עלתה
1291,זכר
1292,קולות
1293,ארוכה
1294,האחרונים
1295,לטובת
1296,הזו
1297,המתארים
1298,הגדולות
1299,אפשרות
1300,חבר
1301,גן
1302,קילומטרים
1303,הוביל
1304,בעצמו
1305,בדבר
1306,המתאר
1307,שש
1308,נשיא
1309,תרבות
1310,רבי
1311,עשוי
1312,המערכה
1313,הגבול
1314,להגן
1315,מונה
1316,הידוע
1317,להלן
1318,ליהודים
1319,בדיקות
1320,הפארק
1321,ישב
1322,בתיאור
1323,וזה
1324,רצה
1325,כבוד
1326,לומר
1327,איננו
1328,לעלות
1329,ביקש
1330,מלאה
1331,משנה
1332,ראשית
1333,להפוך
1334,תחילה
1335,סדר
1336,בבתי
1337,מטעם
1338,היות
1339,הכולל
1340,השריון
1341,הרפובליקה
1342,מבצע
1343,ומתן
1344,במים
1345,נערך
1346,הפירמידה
1347,שדרות
1348,ענתה
1349,החוצה
1350,אומר
1351,הקיץ
1352,עצי
1353,אחדות
1354,ואין
1355,ואם
1356,לשעבר
1357,ישנה
1358,והיו
1359,כשהוא
1360,כף
1361,ויש
1362,פנה
1363,חסרי
1364,רשמי
1365,להקמת
1366,פעל
1367,בתהליך
1368,רובם
1369,היוו
1370,סמל
1371,קיימות
1372,הפרק
1373,בתואר
1374,אורניום
1375,ללכת
1376,הענפים
1377,חוץ
1378,דעת
1379,נשאר
1380,הבתים
1381,מעשה
1382,לחזור
1383,שב
1384,להשיג
1385,ארוך
1386,הרעיון
1387,הגידול
1388,בים
1389,ברזל
1390,נותר
1391,שפה
1392,ההתקפה
1393,הכיבוש
1394,חלקם
1395,ליצירת
1396,שיטה
1397,דמותו
1398,בקול
1399,השיב
1400,העניין
1401,הרחוב
1402,עמוק
1403,הדברים
1404,בימים
1405,החדשים
1406,מילה
1407,מחנה
1408,אדמת
1409,המספר
1410,שגם
1411,השיח
1412,הטיפול
1413,בגין
1414,לחלק
1415,החשובים
1416,לחימה
1417,להעביר
1418,המטבח
1419,הוחלט
1420,החי
1421,הכללי
1422,נקרא
1423,לכבוש
1424,האויב
1425,הצלב
1426,משמעותי
1427,התפתחות
1428,האצולה
1429,בתרבות
1430,מקובל
1431,אלקטרונים
1432,למטה
1433,ואמר
1434,להן
1435,היבשה
1436,בלילה
1437,סיפר
1438,לעבר
1439,צורה
1440,הגורמים
1441,להמשיך
1442,שדה
1443,הרגלים
1444,הסכם
1445,בעניין
1446,טענו
1447,לקרא
1448,מעלות
1449,מרד
1450,לחץ
1451,רשמית
1452,הצבאית
1453,מנהיגי
1454,הוקמה
1455,תום
1456,לכנסת
1457,הנגיף
1458,שיהיה
1459,באו
1460,לעצמו
1461,ברחובות
1462,צעד
1463,אישה
1464,נשא
1465,דקות
1466,פרס
1467,חום
1468,בליגה
1469,הצליחה
1470,דרכו
1471,ספרי
1472,המקור
1473,השתמשו
1474,הגבוהה
1475,המילה
1476,הבאות
1477,הבסיס
1478,הפלישה
1479,התרבות
1480,שלב
1481,היחס
1482,המפעל
1483,עברית
1484,ירייה
1485,ביצים
1486,צריכה
1487,ביחד
1488,צעיר
1489,בחיים
1490,ענף
1491,הצטרף
1492,מאיר
1493,לפיכך
1494,ספרים
1495,נוסעים
1496,תחרות
1497,ספינות
1498,שיתוף
1499,רחב
1500,לשנת
1501,אירוע
1502,הוקמו
1503,עולי
1504,הוועד
1505,המתים
1506,רואים
1507,משפחתו
1508,לפגוע
1509,הקשה
1510,בעונה
1511,הסביבה
1512,כנסת
1513,נאלץ
1514,משמעותית
1515,יחידת
1516,תור
1517,אודות
1518,הופיע
1519,בפארק
1520,ניסיונות
1521,נקודת
1522,ריכוז
1523,בתולדות
1524,כחלק
1525,ברמה
1526,שנתיים
1527,הביולוגיה
1528,פחמן
1529,הוסיף
1530,הילדים
1531,בבוקר
1532,המשפחה
1533,המשיכה
1534,חומות
1535,אחיו
1536,דמות
1537,צמחים
1538,אש
1539,מנהיג
1540,כאמור
1541,פגיעה
1542,הפוליטי
1543,נמוכה
1544,המשטר
1545,בנייה
1546,המהפכה
1547,תנועות
1548,האתר
1549,המקרא
1550,הפטרוסלינון
1551,הדלת
1552,המלכה
1553,יוצא
1554,עלים
1555,גשם
1556,איננה
1557,הברזל
1558,בהרבה
1559,טרם
1560,השחקנים
1561,הציג
1562,האסלאם
1563,דומים
1564,בפיקודו
1565,במבצע
1566,דת
1567,בפועל
1568,התא
1569,גידול
1570,באוניברסיטת
1571,העלילה
1572,כזאת
1573,השחורה
1574,ילד
1575,חייב
1576,משפחה
1577,נמשך
1578,עסק
1579,חבלה
1580,הגבוה
1581,תולדות
1582,אירועים
1583,האור
1584,חופש
1585,הידע
1586,בהדרגה
1587,ממוצא
1588,כללו
1589,בכוח
1590,מתקופת
1591,שימשו
1592,גישה
1593,בקרבת
1594,מסוימות
1595,ניכרת
1596,המקורי
1597,סרט
1598,מאפיינים
1599,ללמוד
1600,עבודתו
1601,פועלים
1602,מולקולות
1603,בודאי
1604,האלון
1605,למות
1606,גבעת
1607,מדוע
1608,הנשים
1609,חיות
1610,כעבור
1611,שחור
1612,חסר
1613,ממשלה
1614,האמינו
1615,מכונה
1616,לעיל
1617,כאחד
1618,היחידות
1619,השפעות
1620,הראשית
1621,בנות
1622,בברית
1623,חיילי
1624,הצלחה
1625,טוען
1626,נפשי
1627,נקבה
1628,בערב
1629,שזה
1630,רעיון
1631,המועצה
1632,יוכל
1633,משטר
1634,הליגה
1635,האדום
1636,במדינה
1637,באשר
1638,אחוז
1639,ביצע
1640,בגטו
1641,מנחם
1642,חיידקים
1643,לשוב
1644,נפל
1645,היד
1646,פורסם
1647,שיעור
1648,הטובים
1649,ראוי
1650,מוות
1651,לקח
1652,נעשו
1653,גל
1654,נאלצו
1655,סירב
1656,מצויים
1657,לוח
1658,לפרוץ
1659,לבעל
1660,נכתב
1661,המברק
1662,שלטונו
1663,בשבי
1664,אזורים
1665,ימינו
1666,עליית
1667,בסרט
1668,עדויות
1669,בעיות
1670,חוזר
1671,סוגים
1672,יהודית
1673,אווירניים
1674,תודה
1675,לכם
1676,בעד
1677,שקט
1678,להישאר
1679,להבין
1680,המצוי
1681,מצא
1682,לאל
1683,חדר
1684,משפט
1685,חברים
1686,החוץ
1687,הלבן
1688,התרופות
1689,מורכב
1690,הגישה
1691,במערכת
1692,סרטן
1693,היחסים
1694,ציוד
1695,חומרי
1696,כפר
1697,היכל
1698,בעונת
1699,משנות
1700,האלקטרונים
1701,האנזים
1702,עמדתי
1703,לבקש
1704,אחריו
1705,שאפשר
1706,לשאת
1707,להציג
1708,שנערך
1709,קשים
1710,הלחם
1711,החומר
1712,הכללית
1713,בכפר
1714,בסגנון
1715,ניצחון
1716,תמורת
1717,ולבסוף
1718,פעלו
1719,ענק
1720,יין
1721,לכוחות
1722,תורה
1723,אמנים
1724,חברה
1725,הדרומית
1726,באתר
1727,בהר
1728,הנהר
1729,לקרב
1730,ציור
1731,הערים
1732,בהיסטוריה
1733,עשויים
1734,חוזה
1735,בפעילות
1736,נקבע
1737,תופעה
1738,הופיעו
1739,האנושי
1740,משתנה
1741,מרוב
1742,עיניו
1743,שמש
1744,הטובה
1745,ואשר
1746,קרן
1747,חולים
1748,משפחות
1749,יכולות
1750,להניח
1751,קיבלה
1752,בסדרה
1753,הכלכלי
1754,מחנות
1755,יחידה
1756,ידועים
1757,ורבים
1758,כחול
1759,דרש
1760,במילים
1761,בגוף
1762,החזית
1763,שטחי
1764,מדרום
1765,לקיים
1766,הידועים
1767,עקרונות
1768,יצירת
1769,להצלחה
1770,מהמאה
1771,שימור
1772,עקרון
1773,המסורת
1774,האנושית
1775,הפרעות
1776,החיל
1777,מופיעה
1778,הלווייתן
1779,מצאתי
1780,נשמע
1781,יושב
1782,יהיו
1783,שיכול
1784,התחתון
1785,האחרות
1786,איום
1787,משחקים
1788,מהלך
1789,להוכיח
1790,בסך
1791,שנעשה
1792,האב
1793,ביניהן
1794,למשך
1795,לרבות
1796,ובעיקר
1797,הטבעי
1798,סדרה
1799,איתי
1800,הטבח
1801,המערב
1802,נשלחו
1803,בראשות
1804,צבאית
1805,פוליטי
1806,החוקרים
1807,התלמוד
1808,עליך
1809,הצעירה
1810,לחשוב
1811,לכתוב
1812,מוקדם
1813,לילה
1814,שכבר
1815,במחיר
1816,מאמר
1817,השוק
1818,אמור
1819,לתפקיד
1820,שנקרא
1821,בהצלחה
1822,בסיפור
1823,טוענים
1824,מיוחדת
1825,מידה
1826,תקווה
1827,ואחרים
1828,חשובים
1829,זהב
1830,הינה
1831,ביקר
1832,מזו
1833,מהיר
1834,יימס
1835,למדינה
1836,לשחק
1837,שירת
1838,שלט
1839,שהביא
1840,המשחקים
1841,הוראה
1842,הרחובות
1843,בחברה
1844,קצינים
1845,המקומיים
1846,מתן
1847,יסודות
1848,לפיה
1849,הנהגת
1850,הבולטים
1851,הסרטים
1852,המנדט
1853,אותנו
1854,לקחת
1855,הולך
1856,נראתה
1857,לנסות
1858,נהרג
1859,נבחרת
1860,הנבחרת
1861,זוהי
1862,המסחר
1863,הקו
1864,העניק
1865,לבני
1866,קצב
1867,המשך
1868,מאפשר
1869,מהווים
1870,ומספר
1871,המזרח
1872,התקיים
1873,הוציאה
1874,העולים
1875,הדרכים
1876,דמוקרטית
1877,גשר
1878,טרור
1879,נמשכה
1880,נחשבת
1881,המשלוח
1882,צפונה
1883,שכונה
1884,פרוץ
1885,הרומית
1886,לים
1887,קשרים
1888,חזקה
1889,אוכלוסיית
1890,הטלוויזיה
1891,שיחק
1892,החלוקה
1893,האקלים
1894,הארגונים
1895,ההסתדרות
1896,פועלי
1897,אופניים
1898,מתרחשת
1899,סיף
1900,פירות
1901,שאם
1902,רעב
1903,שהן
1904,הקברות
1905,קבלת
1906,השלום
1907,במחצית
1908,נפלה
1909,שלח
1910,השחור
1911,שלם
1912,שהגיע
1913,פרשת
1914,ניתוח
1915,שיא
1916,בכמה
1917,בגובה
1918,טבע
1919,מימי
1920,מקומיים
1921,מבוסס
1922,ישירה
1923,התנועות
1924,מלח
1925,סיוע
1926,האיחוד
1927,לצבא
1928,חופשי
1929,ירי
1930,התושבים
1931,ביצורים
1932,שימשה
1933,לספירה
1934,הלאומית
1935,נערכו
1936,ההשפעה
1937,תורת
